date,process,workstation,characteristic,measurement_value,target,lsl,usl
2025-01-25,Coldplate Machining,Line 3,Coldplate thickness (mm),5.0011,5.0,4.9,5.1
2025-01-28,Coldplate Machining,Line 1,Coldplate thickness (mm),5.0005,5.0,4.9,5.1
2025-01-04,Coldplate Machining,Line 3,Coldplate thickness (mm),5.0077,5.0,4.9,5.1
2025-01-02,Coldplate Machining,Line 1,Coldplate thickness (mm),5.0058,5.0,4.9,5.1
2025-01-20,Coldplate Machining,Line 1,Coldplate thickness (mm),5.0008,5.0,4.9,5.1
2025-01-28,Coldplate Machining,Line 2,Coldplate thickness (mm),5.0091,5.0,4.9,5.1
2025-01-01,Coldplate Machining,Line 2,Coldplate thickness (mm),5.0016,5.0,4.9,5.1
2025-01-23,Coldplate Machining,Line 1,Coldplate thickness (mm),4.9972,5.0,4.9,5.1
2025-01-10,Coldplate Machining,Line 2,Coldplate thickness (mm),4.9977,5.0,4.9,5.1
2025-01-16,Coldplate Machining,Line 1,Coldplate thickness (mm),4.9964,5.0,4.9,5.1
2025-01-11,Coldplate Machining,Line 1,Coldplate thickness (mm),5.0007,5.0,4.9,5.1
2025-01-24,Coldplate Machining,Line 3,Coldplate thickness (mm),5.01,5.0,4.9,5.1
2025-01-07,Coldplate Machining,Line 1,Coldplate thickness (mm),4.9975,5.0,4.9,5.1
2025-01-18,Coldplate Machining,Line 3,Coldplate thickness (mm),5.0036,5.0,4.9,5.1
2025-01-25,Coldplate Machining,Line 2,Coldplate thickness (mm),4.9984,5.0,4.9,5.1
2025-01-18,Coldplate Machining,Line 2,Coldplate thickness (mm),5.0008,5.0,4.9,5.1
2025-01-20,Coldplate Machining,Line 3,Coldplate thickness (mm),4.9931,5.0,4.9,5.1
2025-01-05,Coldplate Machining,Line 3,Coldplate thickness (mm),5.0011,5.0,4.9,5.1
2025-01-23,Coldplate Machining,Line 3,Coldplate thickness (mm),5.0012,5.0,4.9,5.1
2025-01-01,Coldplate Machining,Line 2,Coldplate thickness (mm),5.0057,5.0,4.9,5.1
2025-01-19,Coldplate Machining,Line 3,Coldplate thickness (mm),5.0038,5.0,4.9,5.1
2025-01-17,Coldplate Machining,Line 1,Coldplate thickness (mm),4.995,5.0,4.9,5.1
2025-01-09,Coldplate Machining,Line 1,Coldplate thickness (mm),5.0091,5.0,4.9,5.1
2025-01-02,Coldplate Machining,Line 2,Coldplate thickness (mm),5.0037,5.0,4.9,5.1
2025-01-07,Coldplate Machining,Line 3,Coldplate thickness (mm),5.0036,5.0,4.9,5.1
2025-01-20,Coldplate Machining,Line 2,Coldplate thickness (mm),5.0024,5.0,4.9,5.1
2025-01-02,Coldplate Machining,Line 2,Coldplate thickness (mm),4.9992,5.0,4.9,5.1
2025-01-21,Coldplate Machining,Line 1,Coldplate thickness (mm),5.0038,5.0,4.9,5.1
2025-01-03,Coldplate Machining,Line 2,Coldplate thickness (mm),5.0053,5.0,4.9,5.1
2025-01-22,Coldplate Machining,Line 2,Coldplate thickness (mm),4.9916,5.0,4.9,5.1
2025-01-22,Coldplate Machining,Line 3,Coldplate thickness (mm),4.9991,5.0,4.9,5.1
2025-01-12,Coldplate Machining,Line 1,Coldplate thickness (mm),5.0008,5.0,4.9,5.1
2025-01-01,Coldplate Machining,Line 2,Coldplate thickness (mm),5.004,5.0,4.9,5.1
2025-01-28,Coldplate Machining,Line 3,Coldplate thickness (mm),5.0098,5.0,4.9,5.1
2025-01-13,Coldplate Machining,Line 1,Coldplate thickness (mm),4.9977,5.0,4.9,5.1
2025-01-13,Coldplate Machining,Line 3,Coldplate thickness (mm),4.9993,5.0,4.9,5.1
2025-01-23,Coldplate Machining,Line 1,Coldplate thickness (mm),4.9993,5.0,4.9,5.1
2025-01-11,Coldplate Machining,Line 2,Coldplate thickness (mm),4.9975,5.0,4.9,5.1
2025-01-28,Coldplate Machining,Line 3,Coldplate thickness (mm),5.0003,5.0,4.9,5.1
2025-01-18,Coldplate Machining,Line 1,Coldplate thickness (mm),5.0072,5.0,4.9,5.1
2025-01-06,Coldplate Machining,Line 1,Coldplate thickness (mm),4.9959,5.0,4.9,5.1
2025-01-17,Coldplate Machining,Line 2,Coldplate thickness (mm),5.0051,5.0,4.9,5.1
2025-01-18,Coldplate Machining,Line 3,Coldplate thickness (mm),4.9919,5.0,4.9,5.1
2025-01-01,Coldplate Machining,Line 1,Coldplate thickness (mm),4.999,5.0,4.9,5.1
2025-01-08,Coldplate Machining,Line 3,Coldplate thickness (mm),5.0004,5.0,4.9,5.1
2025-01-10,Coldplate Machining,Line 2,Coldplate thickness (mm),5.0127,5.0,4.9,5.1
2025-01-16,Coldplate Machining,Line 2,Coldplate thickness (mm),5.0007,5.0,4.9,5.1
2025-01-24,Coldplate Machining,Line 1,Coldplate thickness (mm),4.9888,5.0,4.9,5.1
2025-01-01,Coldplate Machining,Line 2,Coldplate thickness (mm),4.9901,5.0,4.9,5.1
2025-01-22,Coldplate Machining,Line 2,Coldplate thickness (mm),5.0026,5.0,4.9,5.1
2025-01-12,Coldplate Machining,Line 3,Coldplate thickness (mm),5.0062,5.0,4.9,5.1
2025-01-10,Coldplate Machining,Line 1,Coldplate thickness (mm),5.0047,5.0,4.9,5.1
2025-01-17,Coldplate Machining,Line 2,Coldplate thickness (mm),5.0034,5.0,4.9,5.1
2025-01-26,Coldplate Machining,Line 1,Coldplate thickness (mm),5.0096,5.0,4.9,5.1
2025-01-21,Coldplate Machining,Line 2,Coldplate thickness (mm),4.9991,5.0,4.9,5.1
2025-01-13,Coldplate Machining,Line 1,Coldplate thickness (mm),5.0079,5.0,4.9,5.1
2025-01-18,Coldplate Machining,Line 2,Coldplate thickness (mm),4.9924,5.0,4.9,5.1
2025-01-08,Coldplate Machining,Line 1,Coldplate thickness (mm),4.9968,5.0,4.9,5.1
2025-01-11,Coldplate Machining,Line 2,Coldplate thickness (mm),4.9913,5.0,4.9,5.1
2025-01-22,Coldplate Machining,Line 1,Coldplate thickness (mm),5.0007,5.0,4.9,5.1
2025-01-03,Coldplate Machining,Line 3,Coldplate thickness (mm),5.0021,5.0,4.9,5.1
2025-01-13,Coldplate Machining,Line 3,Coldplate thickness (mm),5.0031,5.0,4.9,5.1
2025-01-22,Coldplate Machining,Line 3,Coldplate thickness (mm),5.0028,5.0,4.9,5.1
2025-01-28,Coldplate Machining,Line 3,Coldplate thickness (mm),4.9967,5.0,4.9,5.1
2025-01-22,Coldplate Machining,Line 1,Coldplate thickness (mm),5.0012,5.0,4.9,5.1
2025-01-14,Coldplate Machining,Line 1,Coldplate thickness (mm),4.9932,5.0,4.9,5.1
2025-01-19,Coldplate Machining,Line 1,Coldplate thickness (mm),5.0108,5.0,4.9,5.1
2025-01-14,Coldplate Machining,Line 2,Coldplate thickness (mm),5.0005,5.0,4.9,5.1
2025-01-20,Coldplate Machining,Line 2,Coldplate thickness (mm),4.9994,5.0,4.9,5.1
2025-01-15,Coldplate Machining,Line 3,Coldplate thickness (mm),5.0122,5.0,4.9,5.1
2025-01-05,Coldplate Machining,Line 1,Coldplate thickness (mm),4.9948,5.0,4.9,5.1
2025-01-21,Coldplate Machining,Line 1,Coldplate thickness (mm),4.9955,5.0,4.9,5.1
2025-01-19,Coldplate Machining,Line 3,Coldplate thickness (mm),4.9957,5.0,4.9,5.1
2025-01-22,Coldplate Machining,Line 1,Coldplate thickness (mm),5.002,5.0,4.9,5.1
2025-01-28,Coldplate Machining,Line 1,Coldplate thickness (mm),5.0051,5.0,4.9,5.1
2025-01-10,Coldplate Machining,Line 3,Coldplate thickness (mm),5.007,5.0,4.9,5.1
2025-01-23,Coldplate Machining,Line 3,Coldplate thickness (mm),5.0183,5.0,4.9,5.1
2025-01-05,Coldplate Machining,Line 2,Coldplate thickness (mm),4.9886,5.0,4.9,5.1
2025-01-25,Coldplate Machining,Line 1,Coldplate thickness (mm),5.0062,5.0,4.9,5.1
2025-01-21,Coldplate Machining,Line 3,Coldplate thickness (mm),4.999,5.0,4.9,5.1
2025-01-06,Coldplate Machining,Line 2,Coldplate thickness (mm),4.9988,5.0,4.9,5.1
2025-01-03,Coldplate Machining,Line 3,Coldplate thickness (mm),4.9986,5.0,4.9,5.1
2025-01-18,Coldplate Machining,Line 3,Coldplate thickness (mm),4.9968,5.0,4.9,5.1
2025-01-04,Coldplate Machining,Line 1,Coldplate thickness (mm),5.0128,5.0,4.9,5.1
2025-01-11,Coldplate Machining,Line 1,Coldplate thickness (mm),5.0076,5.0,4.9,5.1
2025-02-11,Coldplate Machining,Line 2,Coldplate thickness (mm),5.0085,5.0,4.9,5.1
2025-02-14,Coldplate Machining,Line 2,Coldplate thickness (mm),4.9907,5.0,4.9,5.1
2025-02-15,Coldplate Machining,Line 3,Coldplate thickness (mm),4.9918,5.0,4.9,5.1
2025-02-27,Coldplate Machining,Line 3,Coldplate thickness (mm),4.9866,5.0,4.9,5.1
2025-02-24,Coldplate Machining,Line 2,Coldplate thickness (mm),4.9957,5.0,4.9,5.1
2025-02-05,Coldplate Machining,Line 1,Coldplate thickness (mm),5.0011,5.0,4.9,5.1
2025-02-04,Coldplate Machining,Line 1,Coldplate thickness (mm),5.0007,5.0,4.9,5.1
2025-02-06,Coldplate Machining,Line 1,Coldplate thickness (mm),5.001,5.0,4.9,5.1
2025-02-25,Coldplate Machining,Line 3,Coldplate thickness (mm),4.9913,5.0,4.9,5.1
2025-02-20,Coldplate Machining,Line 2,Coldplate thickness (mm),5.0051,5.0,4.9,5.1
2025-02-20,Coldplate Machining,Line 3,Coldplate thickness (mm),5.0016,5.0,4.9,5.1
2025-02-20,Coldplate Machining,Line 1,Coldplate thickness (mm),5.0046,5.0,4.9,5.1
2025-02-20,Coldplate Machining,Line 1,Coldplate thickness (mm),4.9883,5.0,4.9,5.1
2025-02-08,Coldplate Machining,Line 3,Coldplate thickness (mm),5.002,5.0,4.9,5.1
2025-02-01,Coldplate Machining,Line 2,Coldplate thickness (mm),4.9927,5.0,4.9,5.1
2025-02-03,Coldplate Machining,Line 3,Coldplate thickness (mm),4.9976,5.0,4.9,5.1
2025-02-25,Coldplate Machining,Line 2,Coldplate thickness (mm),5.0034,5.0,4.9,5.1
2025-02-05,Coldplate Machining,Line 3,Coldplate thickness (mm),5.0006,5.0,4.9,5.1
2025-02-28,Coldplate Machining,Line 3,Coldplate thickness (mm),4.9948,5.0,4.9,5.1
2025-02-16,Coldplate Machining,Line 3,Coldplate thickness (mm),5.0001,5.0,4.9,5.1
2025-02-21,Coldplate Machining,Line 2,Coldplate thickness (mm),4.9906,5.0,4.9,5.1
2025-02-06,Coldplate Machining,Line 2,Coldplate thickness (mm),5.0072,5.0,4.9,5.1
2025-02-16,Coldplate Machining,Line 2,Coldplate thickness (mm),4.9988,5.0,4.9,5.1
2025-02-05,Coldplate Machining,Line 1,Coldplate thickness (mm),5.007,5.0,4.9,5.1
2025-02-07,Coldplate Machining,Line 1,Coldplate thickness (mm),4.9968,5.0,4.9,5.1
2025-02-02,Coldplate Machining,Line 2,Coldplate thickness (mm),4.9968,5.0,4.9,5.1
2025-02-25,Coldplate Machining,Line 1,Coldplate thickness (mm),4.9953,5.0,4.9,5.1
2025-02-09,Coldplate Machining,Line 2,Coldplate thickness (mm),5.0055,5.0,4.9,5.1
2025-02-08,Coldplate Machining,Line 3,Coldplate thickness (mm),4.9957,5.0,4.9,5.1
2025-02-22,Coldplate Machining,Line 1,Coldplate thickness (mm),5.0041,5.0,4.9,5.1
2025-02-25,Coldplate Machining,Line 1,Coldplate thickness (mm),4.9977,5.0,4.9,5.1
2025-02-03,Coldplate Machining,Line 1,Coldplate thickness (mm),4.9878,5.0,4.9,5.1
2025-02-15,Coldplate Machining,Line 3,Coldplate thickness (mm),4.9965,5.0,4.9,5.1
2025-02-16,Coldplate Machining,Line 3,Coldplate thickness (mm),4.9928,5.0,4.9,5.1
2025-02-11,Coldplate Machining,Line 2,Coldplate thickness (mm),5.0003,5.0,4.9,5.1
2025-02-08,Coldplate Machining,Line 2,Coldplate thickness (mm),4.9927,5.0,4.9,5.1
2025-02-13,Coldplate Machining,Line 1,Coldplate thickness (mm),5.0058,5.0,4.9,5.1
2025-02-20,Coldplate Machining,Line 3,Coldplate thickness (mm),4.9995,5.0,4.9,5.1
2025-02-27,Coldplate Machining,Line 2,Coldplate thickness (mm),4.999,5.0,4.9,5.1
2025-02-24,Coldplate Machining,Line 2,Coldplate thickness (mm),5.0041,5.0,4.9,5.1
2025-02-13,Coldplate Machining,Line 3,Coldplate thickness (mm),5.0061,5.0,4.9,5.1
2025-02-24,Coldplate Machining,Line 3,Coldplate thickness (mm),5.0,5.0,4.9,5.1
2025-02-20,Coldplate Machining,Line 3,Coldplate thickness (mm),4.9953,5.0,4.9,5.1
2025-02-17,Coldplate Machining,Line 3,Coldplate thickness (mm),4.9891,5.0,4.9,5.1
2025-02-23,Coldplate Machining,Line 1,Coldplate thickness (mm),4.9958,5.0,4.9,5.1
2025-02-17,Coldplate Machining,Line 1,Coldplate thickness (mm),4.9963,5.0,4.9,5.1
2025-02-15,Coldplate Machining,Line 2,Coldplate thickness (mm),5.0007,5.0,4.9,5.1
2025-02-27,Coldplate Machining,Line 1,Coldplate thickness (mm),4.9979,5.0,4.9,5.1
2025-02-08,Coldplate Machining,Line 3,Coldplate thickness (mm),5.0043,5.0,4.9,5.1
2025-02-18,Coldplate Machining,Line 2,Coldplate thickness (mm),4.9963,5.0,4.9,5.1
2025-02-24,Coldplate Machining,Line 1,Coldplate thickness (mm),4.9997,5.0,4.9,5.1
2025-02-18,Coldplate Machining,Line 2,Coldplate thickness (mm),5.0074,5.0,4.9,5.1
2025-02-17,Coldplate Machining,Line 3,Coldplate thickness (mm),5.0022,5.0,4.9,5.1
2025-02-02,Coldplate Machining,Line 1,Coldplate thickness (mm),4.9997,5.0,4.9,5.1
2025-02-10,Coldplate Machining,Line 2,Coldplate thickness (mm),4.9963,5.0,4.9,5.1
2025-02-13,Coldplate Machining,Line 2,Coldplate thickness (mm),4.9962,5.0,4.9,5.1
2025-02-25,Coldplate Machining,Line 2,Coldplate thickness (mm),4.9948,5.0,4.9,5.1
2025-02-15,Coldplate Machining,Line 1,Coldplate thickness (mm),4.9967,5.0,4.9,5.1
2025-02-14,Coldplate Machining,Line 2,Coldplate thickness (mm),5.0048,5.0,4.9,5.1
2025-02-20,Coldplate Machining,Line 1,Coldplate thickness (mm),4.9987,5.0,4.9,5.1
2025-02-23,Coldplate Machining,Line 3,Coldplate thickness (mm),4.9917,5.0,4.9,5.1
2025-02-05,Coldplate Machining,Line 2,Coldplate thickness (mm),5.011,5.0,4.9,5.1
2025-02-27,Coldplate Machining,Line 3,Coldplate thickness (mm),5.0021,5.0,4.9,5.1
2025-02-15,Coldplate Machining,Line 1,Coldplate thickness (mm),4.9914,5.0,4.9,5.1
2025-02-24,Coldplate Machining,Line 3,Coldplate thickness (mm),4.9973,5.0,4.9,5.1
2025-02-04,Coldplate Machining,Line 1,Coldplate thickness (mm),5.0008,5.0,4.9,5.1
2025-02-25,Coldplate Machining,Line 3,Coldplate thickness (mm),5.0106,5.0,4.9,5.1
2025-02-23,Coldplate Machining,Line 3,Coldplate thickness (mm),4.9932,5.0,4.9,5.1
2025-02-05,Coldplate Machining,Line 2,Coldplate thickness (mm),5.0061,5.0,4.9,5.1
2025-02-14,Coldplate Machining,Line 2,Coldplate thickness (mm),5.0088,5.0,4.9,5.1
2025-02-15,Coldplate Machining,Line 1,Coldplate thickness (mm),4.9962,5.0,4.9,5.1
2025-02-06,Coldplate Machining,Line 2,Coldplate thickness (mm),4.9984,5.0,4.9,5.1
2025-02-19,Coldplate Machining,Line 3,Coldplate thickness (mm),4.9937,5.0,4.9,5.1
2025-02-07,Coldplate Machining,Line 2,Coldplate thickness (mm),4.9988,5.0,4.9,5.1
2025-02-03,Coldplate Machining,Line 2,Coldplate thickness (mm),4.9999,5.0,4.9,5.1
2025-02-11,Coldplate Machining,Line 3,Coldplate thickness (mm),5.0042,5.0,4.9,5.1
2025-02-21,Coldplate Machining,Line 3,Coldplate thickness (mm),5.0068,5.0,4.9,5.1
2025-02-26,Coldplate Machining,Line 1,Coldplate thickness (mm),4.9954,5.0,4.9,5.1
2025-02-23,Coldplate Machining,Line 3,Coldplate thickness (mm),4.9879,5.0,4.9,5.1
2025-02-04,Coldplate Machining,Line 1,Coldplate thickness (mm),4.9999,5.0,4.9,5.1
2025-02-04,Coldplate Machining,Line 3,Coldplate thickness (mm),5.0019,5.0,4.9,5.1
2025-02-15,Coldplate Machining,Line 3,Coldplate thickness (mm),5.0016,5.0,4.9,5.1
2025-02-12,Coldplate Machining,Line 1,Coldplate thickness (mm),4.9981,5.0,4.9,5.1
2025-02-17,Coldplate Machining,Line 3,Coldplate thickness (mm),5.0009,5.0,4.9,5.1
2025-02-13,Coldplate Machining,Line 3,Coldplate thickness (mm),5.0095,5.0,4.9,5.1
2025-02-26,Coldplate Machining,Line 3,Coldplate thickness (mm),5.0024,5.0,4.9,5.1
2025-02-20,Coldplate Machining,Line 1,Coldplate thickness (mm),4.9978,5.0,4.9,5.1
2025-02-13,Coldplate Machining,Line 3,Coldplate thickness (mm),4.997,5.0,4.9,5.1
2025-02-13,Coldplate Machining,Line 1,Coldplate thickness (mm),4.999,5.0,4.9,5.1
2025-02-25,Coldplate Machining,Line 1,Coldplate thickness (mm),5.0102,5.0,4.9,5.1
2025-02-11,Coldplate Machining,Line 3,Coldplate thickness (mm),4.9989,5.0,4.9,5.1
2025-02-28,Coldplate Machining,Line 3,Coldplate thickness (mm),5.0,5.0,4.9,5.1
2025-02-28,Coldplate Machining,Line 1,Coldplate thickness (mm),4.9971,5.0,4.9,5.1
2025-02-06,Coldplate Machining,Line 1,Coldplate thickness (mm),5.0069,5.0,4.9,5.1
2025-02-06,Coldplate Machining,Line 3,Coldplate thickness (mm),5.0122,5.0,4.9,5.1
2025-02-02,Coldplate Machining,Line 2,Coldplate thickness (mm),5.0029,5.0,4.9,5.1
2025-02-10,Coldplate Machining,Line 2,Coldplate thickness (mm),5.0006,5.0,4.9,5.1
2025-02-24,Coldplate Machining,Line 2,Coldplate thickness (mm),5.0003,5.0,4.9,5.1
2025-02-10,Coldplate Machining,Line 3,Coldplate thickness (mm),4.9853,5.0,4.9,5.1
2025-02-06,Coldplate Machining,Line 1,Coldplate thickness (mm),5.0047,5.0,4.9,5.1
2025-02-05,Coldplate Machining,Line 1,Coldplate thickness (mm),5.0009,5.0,4.9,5.1
2025-02-01,Coldplate Machining,Line 3,Coldplate thickness (mm),5.0027,5.0,4.9,5.1
2025-02-25,Coldplate Machining,Line 2,Coldplate thickness (mm),4.9957,5.0,4.9,5.1
2025-02-01,Coldplate Machining,Line 2,Coldplate thickness (mm),4.9977,5.0,4.9,5.1
2025-02-16,Coldplate Machining,Line 2,Coldplate thickness (mm),4.9975,5.0,4.9,5.1
2025-02-18,Coldplate Machining,Line 1,Coldplate thickness (mm),5.0064,5.0,4.9,5.1
2025-02-20,Coldplate Machining,Line 2,Coldplate thickness (mm),4.9977,5.0,4.9,5.1
2025-02-08,Coldplate Machining,Line 1,Coldplate thickness (mm),5.013,5.0,4.9,5.1
2025-02-19,Coldplate Machining,Line 3,Coldplate thickness (mm),5.0027,5.0,4.9,5.1
2025-02-16,Coldplate Machining,Line 2,Coldplate thickness (mm),4.9922,5.0,4.9,5.1
2025-02-14,Coldplate Machining,Line 2,Coldplate thickness (mm),4.9993,5.0,4.9,5.1
2025-02-03,Coldplate Machining,Line 3,Coldplate thickness (mm),4.996,5.0,4.9,5.1
2025-02-20,Coldplate Machining,Line 1,Coldplate thickness (mm),4.9865,5.0,4.9,5.1
2025-02-08,Coldplate Machining,Line 3,Coldplate thickness (mm),5.01,5.0,4.9,5.1
2025-02-09,Coldplate Machining,Line 3,Coldplate thickness (mm),5.0044,5.0,4.9,5.1
2025-02-21,Coldplate Machining,Line 3,Coldplate thickness (mm),5.0034,5.0,4.9,5.1
2025-02-27,Coldplate Machining,Line 1,Coldplate thickness (mm),5.0011,5.0,4.9,5.1
2025-02-02,Coldplate Machining,Line 1,Coldplate thickness (mm),4.9915,5.0,4.9,5.1
2025-02-05,Coldplate Machining,Line 1,Coldplate thickness (mm),4.9971,5.0,4.9,5.1
2025-02-21,Coldplate Machining,Line 2,Coldplate thickness (mm),5.0053,5.0,4.9,5.1
2025-02-02,Coldplate Machining,Line 1,Coldplate thickness (mm),4.9936,5.0,4.9,5.1
2025-02-28,Coldplate Machining,Line 1,Coldplate thickness (mm),4.9844,5.0,4.9,5.1
2025-02-22,Coldplate Machining,Line 3,Coldplate thickness (mm),4.9987,5.0,4.9,5.1
2025-02-27,Coldplate Machining,Line 3,Coldplate thickness (mm),4.9992,5.0,4.9,5.1
2025-02-10,Coldplate Machining,Line 2,Coldplate thickness (mm),5.0009,5.0,4.9,5.1
2025-02-03,Coldplate Machining,Line 1,Coldplate thickness (mm),5.0046,5.0,4.9,5.1
2025-02-04,Coldplate Machining,Line 2,Coldplate thickness (mm),5.004,5.0,4.9,5.1
2025-02-06,Coldplate Machining,Line 1,Coldplate thickness (mm),5.0017,5.0,4.9,5.1
2025-03-23,Coldplate Machining,Line 3,Coldplate thickness (mm),4.9944,5.0,4.9,5.1
2025-03-19,Coldplate Machining,Line 3,Coldplate thickness (mm),5.0072,5.0,4.9,5.1
2025-03-06,Coldplate Machining,Line 2,Coldplate thickness (mm),5.0079,5.0,4.9,5.1
2025-03-24,Coldplate Machining,Line 3,Coldplate thickness (mm),4.9962,5.0,4.9,5.1
2025-03-12,Coldplate Machining,Line 1,Coldplate thickness (mm),4.9945,5.0,4.9,5.1
2025-03-03,Coldplate Machining,Line 2,Coldplate thickness (mm),4.9993,5.0,4.9,5.1
2025-03-11,Coldplate Machining,Line 2,Coldplate thickness (mm),4.9998,5.0,4.9,5.1
2025-03-13,Coldplate Machining,Line 1,Coldplate thickness (mm),5.0087,5.0,4.9,5.1
2025-03-25,Coldplate Machining,Line 2,Coldplate thickness (mm),5.0001,5.0,4.9,5.1
2025-03-27,Coldplate Machining,Line 3,Coldplate thickness (mm),4.9986,5.0,4.9,5.1
2025-03-03,Coldplate Machining,Line 2,Coldplate thickness (mm),5.0001,5.0,4.9,5.1
2025-03-16,Coldplate Machining,Line 1,Coldplate thickness (mm),5.011,5.0,4.9,5.1
2025-03-04,Coldplate Machining,Line 3,Coldplate thickness (mm),5.0041,5.0,4.9,5.1
2025-03-28,Coldplate Machining,Line 2,Coldplate thickness (mm),5.0029,5.0,4.9,5.1
2025-03-11,Coldplate Machining,Line 3,Coldplate thickness (mm),5.0033,5.0,4.9,5.1
2025-03-14,Coldplate Machining,Line 3,Coldplate thickness (mm),5.0121,5.0,4.9,5.1
2025-03-07,Coldplate Machining,Line 3,Coldplate thickness (mm),4.9993,5.0,4.9,5.1
2025-03-07,Coldplate Machining,Line 3,Coldplate thickness (mm),5.0123,5.0,4.9,5.1
2025-03-02,Coldplate Machining,Line 1,Coldplate thickness (mm),5.0053,5.0,4.9,5.1
2025-03-19,Coldplate Machining,Line 3,Coldplate thickness (mm),5.003,5.0,4.9,5.1
2025-03-21,Coldplate Machining,Line 3,Coldplate thickness (mm),5.0198,5.0,4.9,5.1
2025-03-03,Coldplate Machining,Line 2,Coldplate thickness (mm),4.9973,5.0,4.9,5.1
2025-03-24,Coldplate Machining,Line 3,Coldplate thickness (mm),5.0018,5.0,4.9,5.1
2025-03-20,Coldplate Machining,Line 3,Coldplate thickness (mm),4.9962,5.0,4.9,5.1
2025-03-10,Coldplate Machining,Line 2,Coldplate thickness (mm),5.01,5.0,4.9,5.1
2025-03-20,Coldplate Machining,Line 2,Coldplate thickness (mm),5.0146,5.0,4.9,5.1
2025-03-09,Coldplate Machining,Line 3,Coldplate thickness (mm),5.0145,5.0,4.9,5.1
2025-03-19,Coldplate Machining,Line 3,Coldplate thickness (mm),5.0117,5.0,4.9,5.1
2025-03-12,Coldplate Machining,Line 1,Coldplate thickness (mm),5.0027,5.0,4.9,5.1
2025-03-20,Coldplate Machining,Line 3,Coldplate thickness (mm),5.0017,5.0,4.9,5.1
2025-03-16,Coldplate Machining,Line 3,Coldplate thickness (mm),4.9934,5.0,4.9,5.1
2025-03-24,Coldplate Machining,Line 3,Coldplate thickness (mm),5.0168,5.0,4.9,5.1
2025-03-16,Coldplate Machining,Line 2,Coldplate thickness (mm),5.0069,5.0,4.9,5.1
2025-03-26,Coldplate Machining,Line 1,Coldplate thickness (mm),5.0009,5.0,4.9,5.1
2025-03-20,Coldplate Machining,Line 1,Coldplate thickness (mm),5.0124,5.0,4.9,5.1
2025-03-23,Coldplate Machining,Line 2,Coldplate thickness (mm),4.9979,5.0,4.9,5.1
2025-03-07,Coldplate Machining,Line 1,Coldplate thickness (mm),5.0065,5.0,4.9,5.1
2025-03-04,Coldplate Machining,Line 1,Coldplate thickness (mm),5.0029,5.0,4.9,5.1
2025-03-15,Coldplate Machining,Line 3,Coldplate thickness (mm),5.008,5.0,4.9,5.1
2025-03-26,Coldplate Machining,Line 1,Coldplate thickness (mm),5.0036,5.0,4.9,5.1
2025-03-24,Coldplate Machining,Line 1,Coldplate thickness (mm),4.9948,5.0,4.9,5.1
2025-03-26,Coldplate Machining,Line 3,Coldplate thickness (mm),5.0045,5.0,4.9,5.1
2025-03-14,Coldplate Machining,Line 2,Coldplate thickness (mm),5.0106,5.0,4.9,5.1
2025-03-02,Coldplate Machining,Line 2,Coldplate thickness (mm),5.0038,5.0,4.9,5.1
2025-03-12,Coldplate Machining,Line 3,Coldplate thickness (mm),5.0089,5.0,4.9,5.1
2025-03-26,Coldplate Machining,Line 3,Coldplate thickness (mm),4.9974,5.0,4.9,5.1
2025-03-07,Coldplate Machining,Line 1,Coldplate thickness (mm),5.0038,5.0,4.9,5.1
